51048 4
12990	2007	190	150000
13499	2010	156	100000
4699	2006	109	100000
9000	2008	140	150000
2700	2001	170	150000
2190	2003	155	150000
9450	2005	163	125000
6800	2006	224	150000
10200	2006	150	150000
1500	2001	90	150000
7500	2008	143	150000
7000	2004	150	100000
11500	2008	197	150000
20500	2006	272	150000
4499	2004	122	150000
14800	2012	117	70000
5500	2006	150	150000
4500	2007	163	150000
17000	2005	231	150000
5990	2007	95	150000
11900	2008	170	125000
6990	2005	230	100000
7890	2005	200	150000
9490	2007	136	20000
6700	2006	163	150000
2990	2001	101	150000
4500	2001	170	125000
12000	2007	177	125000
14000	2010	131	150000
4590	2002	150	150000
4000	2007	116	150000
2850	2002	180	150000
28250	2013	320	40000
3280	2004	95	150000
2800	2002	122	150000
4499	2009	109	125000
23000	2008	349	40000
5750	2007	100	150000
31500	2011	299	90000
3999	2005	95	150000
1400	2002	75	150000
9200	2005	249	150000
7999	2004	200	150000
2590	2004	116	150000
6600	2007	109	125000
1700	2004	115	150000
16400	2007	150	125000
17700	2011	170	150000
2400	2001	129	150000
3800	2003	80	125000
7500	2010	111	80000
11990	2006	224	150000
10900	2008	160	100000
12500	2007	140	150000
13000	2008	177	125000
2500	2003	101	150000
6300	2005	179	150000
10000	2012	177	150000
1900	2003	145	150000
3000	2001	85	90000
4200	2004	125	125000
10999	2006	177	30000
6199	2008	122	150000
8350	2010	110	100000
3750	2003	105	150000
3200	2004	90	150000
8495	2006	226	125000
4700	2001	102	60000
13999	2011	143	40000
13000	2011	143	125000
21900	2009	235	125000
18000	2008	232	125000
6890	2004	140	125000
9000	2008	190	150000
8800	2008	170	125000
19850	2013	150	60000
2900	2003	84	50000
1600	2002	125	150000
3600	2004	131	150000
8000	2008	122	80000
6950	2003	163	125000
9600	2007	177	150000
15350	2011	163	100000
10900	2003	334	150000
11000	2010	204	90000
33499	2015	184	30000
8000	2006	122	125000
4950	2001	131	80000
12990	2007	235	150000
3999	2004	116	150000
5200	2009	80	150000
12500	2010	143	150000
18600	2013	140	30000
5200	2001	197	150000
4900	2004	102	150000
4990	2002	155	150000
7100	2006	163	125000
9599	2005	177	150000
3250	2003	102	150000
13490	2006	334	150000
5790	2011	95	70000
4700	2001	231	150000
14990	2008	160	125000
20000	2010	239	150000
6799	2007	105	150000
3299	2001	150	150000
18999	2003	241	80000
8150	2007	218	150000
5595	2005	129	150000
11000	2008	156	125000
7980	2008	177	150000
18000	2010	245	60000
20000	2014	184	40000
27999	2010	272	70000
16000	2014	143	125000
7700	2003	177	150000
12200	2009	120	100000
4300	2003	95	125000
11500	2009	179	150000
6800	2008	120	70000
10999	2011	122	60000
3900	2001	131	150000
5200	2004	175	150000
6575	2009	80	150000
8888	2009	122	80000
23999	2012	180	80000
22900	2014	125	20000
9500	2004	218	150000
3900	2008	170	150000
18750	2014	150	20000
3500	2007	88	125000
3780	2001	190	150000
3750	2002	116	150000
8250	2006	185	60000
6550	2005	204	150000
7999	2011	111	150000
17999	2008	300	100000
14900	2008	196	125000
5500	2001	231	150000
2499	2002	150	150000
5200	2008	140	150000
6350	2007	102	150000
10000	2011	150	150000
5000	2005	231	150000
3800	2005	115	125000
7500	2007	140	125000
3190	2002	150	150000
8900	2007	116	80000
6700	2004	305	150000
6200	2007	150	150000
15400	2009	177	125000
3990	2004	150	150000
2500	2001	102	150000
10500	2005	232	150000
5899	2004	143	100000
13700	2012	117	150000
20700	2009	245	150000
3999	2002	122	100000
2400	2002	133	150000
4500	2004	140	150000
28500	2013	230	30000
17900	2010	170	70000
2750	2001	75	100000
3390	2007	109	150000
10500	2015	110	10000
12000	2008	160	20000
1400	2001	90	150000
12300	2012	143	70000
2500	2002	120	150000
9900	2005	333	150000
16650	2013	117	30000
22750	2015	110	40000
4200	2006	105	125000
19200	2013	122	30000
8600	2003	231	150000
8800	2007	143	125000
3790	2002	163	150000
8000	2012	102	50000
6750	2010	109	150000
10000	2009	140	60000
11999	2006	231	150000
7500	2007	102	80000
6350	2004	150	150000
8499	2009	125	125000
6100	2006	102	150000
7950	2009	120	125000
4800	2001	143	150000
20000	2014	135	30000
5350	2005	102	125000
4500	2001	193	150000
12500	2011	116	50000
2000	2004	75	150000
23999	2010	245	150000
3500	2003	116	150000
2800	2002	101	150000
15000	2010	170	150000
4990	2003	140	80000
8950	2006	150	80000
2300	2003	115	125000
5650	2006	80	90000
5499	2005	105	150000
17500	2013	122	40000
11000	2004	224	125000
24950	2010	245	125000
14990	2008	177	150000
3150	2006	95	150000
2290	2001	82	125000
3950	2004	101	150000
2699	2001	130	150000
3199	2003	163	150000
9900	2006	256	150000
11390	2008	190	150000
4200	2003	105	150000
2000	2003	140	150000
9990	2002	243	125000
4499	2007	146	150000
5900	2002	192	125000
9800	2011	125	90000
14000	2011	245	90000
5399	2004	95	70000
2800	2001	136	150000
6980	2007	102	125000
26899	2012	204	60000
20399	2010	204	150000
3500	2002	143	150000
12400	2009	143	100000
7000	2008	80	100000
10500	2013	105	40000
2200	2001	102	150000
3800	2007	109	150000
17299	2009	170	60000
9950	2006	231	150000
30990	2013	204	90000
5950	2006	163	150000
3999	2003	163	150000
14900	2009	231	150000
5030	2003	150	150000
3200	2002	147	125000
2999	2002	101	150000
8100	2005	209	150000
3750	2003	75	150000
13500	2009	122	100000
13000	2007	150	100000
5999	2006	95	100000
1950	2001	305	150000
2980	2001	116	70000
5990	2005	140	150000
4950	2008	109	150000
9900	2004	218	150000
2950	2004	82	150000
2000	2001	110	90000
1250	2001	98	150000
8999	2009	140	150000
2500	2004	105	125000
7999	2008	102	80000
8000	2003	184	150000
9500	2005	258	150000
4000	2004	105	150000
16320	2014	122	10000
2250	2004	102	150000
3900	2006	101	150000
3900	2003	145	125000
5900	2007	109	90000
3600	2001	192	150000
2350	2002	107	150000
3000	2006	101	150000
1499	2001	144	150000
25999	2014	184	30000
9500	2005	177	150000
13000	2014	100	40000
5599	2002	143	150000
7200	2007	163	150000
12900	2012	122	50000
5350	2007	105	150000
1999	2001	116	150000
4899	2004	150	150000
16500	2013	160	20000
4990	2003	122	150000
32990	2013	184	90000
4999	2004	109	125000
16500	2009	306	150000
14863	2011	150	70000
26900	2011	204	90000
4700	2004	105	60000
13500	2005	177	150000
2390	2002	147	150000
7300	2008	140	150000
1350	2006	109	150000
2499	2002	75	150000
3500	2006	75	150000
1100	2004	106	150000
2700	2002	163	150000
12900	2006	387	150000
17250	2014	125	30000
15000	2007	232	150000
7999	2005	306	150000
17499	2011	211	60000
31900	2013	177	30000
13900	2013	110	50000
3600	2003	101	150000
10999	2012	141	60000
4500	2002	150	150000
13900	2008	177	150000
4490	2005	102	150000
12999	2005	177	125000
14900	2011	140	125000
7500	2004	204	150000
7700	2007	116	80000
15000	2006	233	150000
1590	2002	107	150000
7950	2009	95	60000
3800	2005	110	150000
6499	2006	170	150000
8000	2006	163	150000
16999	2009	239	150000
11111	2011	184	50000
16800	2012	170	40000
5890	2005	105	100000
11650	2009	109	60000
7000	2006	104	150000
1500	2001	75	150000
9900	2009	122	60000
8400	2007	137	100000
6900	2008	90	150000
5200	2007	109	150000
3850	2004	105	150000
1600	2004	150	150000
9500	2012	170	80000
1390	2003	135	150000
2850	2003	101	150000
2450	2002	105	125000
7999	2004	224	150000
18950	2010	177	125000
2100	2002	131	150000
1300	2003	150	150000
12900	2011	163	150000
3399	2007	60	90000
2399	2003	98	125000
8000	2013	86	60000
4999	2005	140	150000
3000	2001	102	150000
5700	2004	143	150000
11300	2008	143	90000
19990	2014	105	10000
1250	2005	109	150000
15500	2006	387	150000
15750	2012	116	20000
15000	2008	344	125000
13500	2008	184	90000
6700	2007	150	150000
3100	2005	90	150000
7900	2009	102	100000
7300	2009	122	150000
1600	2001	125	150000
5200	2004	105	150000
9750	2012	86	60000
2600	2006	105	150000
29500	2012	204	80000
2800	2005	130	150000
14499	2008	314	150000
5000	2001	129	150000
18999	2011	170	80000
9500	2007	200	150000
16250	2009	211	100000
27300	2015	230	20000
5000	2010	110	150000
11990	2007	232	150000
3500	2004	103	150000
4299	2004	145	150000
8600	2002	179	150000
6500	2005	163	150000
11500	2009	136	150000
18490	2012	213	150000
3400	2002	143	150000
4000	2009	136	150000
6990	2009	80	70000
3750	2004	105	125000
4900	2002	150	150000
3500	2005	158	150000
3450	2001	75	125000
26650	2014	230	20000
5650	2009	143	70000
14000	2008	224	150000
14600	2012	156	40000
2450	2003	125	150000
3150	2001	105	125000
15999	2007	235	150000
10500	2005	224	150000
4100	2002	143	150000
2750	2002	75	150000
3290	2003	110	150000
5500	2003	150	150000
7000	2006	102	80000
4100	2006	109	150000
3999	2006	80	100000
1300	2002	80	150000
4800	2004	140	150000
17200	2012	122	30000
3150	2004	150	150000
3600	2008	136	150000
2490	2001	192	150000
1700	2002	101	150000
10450	2009	102	50000
12800	2008	170	90000
16500	2011	170	80000
7400	2007	116	150000
3390	2001	131	150000
4750	2004	140	150000
12000	2010	105	70000
2650	2001	102	150000
11490	2012	101	40000
9950	2008	177	150000
4000	2006	80	150000
3600	2003	116	150000
11000	2003	306	150000
22000	2007	207	70000
6500	2007	177	150000
2290	2001	120	150000
7950	2009	125	90000
1877	2002	101	150000
20000	2011	265	50000
8250	2013	90	60000
3150	2004	75	150000
9300	2009	160	150000
2999	2002	101	150000
27950	2013	184	60000
10333	2010	120	50000
7150	2001	192	150000
21850	2010	163	100000
4950	2003	150	150000
19990	2014	150	40000
11000	2006	349	150000
6950	2010	86	125000
3650	2001	286	150000
5900	2006	140	150000
6300	2007	105	150000
1900	2005	95	125000
6100	2003	163	150000
10499	2007	218	125000
1099	2002	75	150000
4300	2007	80	80000
14999	2006	231	150000
4300	2007	170	150000
3950	2004	116	125000
1699	2003	209	150000
13150	2010	197	150000
14600	2008	177	150000
19500	2010	325	70000
8850	2005	163	100000
4600	2005	80	80000
9999	2006	170	150000
11600	2011	117	125000
4000	2005	64	90000
8500	2009	140	60000
5990	2004	102	80000
3800	2002	102	100000
3650	2007	80	150000
2200	2002	150	150000
9999	2009	140	70000
10490	2013	90	40000
1750	2001	163	150000
16999	2015	110	20000
17000	2009	204	100000
4600	2006	105	150000
3500	2002	102	150000
3800	2002	131	150000
2500	2002	82	125000
16950	2013	122	30000
4150	2004	102	125000
3600	2001	131	125000
18750	2014	150	20000
19999	2011	177	40000
26290	2012	306	80000
6600	2009	110	150000
8000	2004	231	150000
2400	2002	150	150000
16900	2011	143	70000
5800	2009	69	125000
13900	2011	211	125000
4200	2004	75	125000
16500	2009	170	90000
2899	2004	140	150000
6990	2004	143	100000
16800	2012	143	125000
5000	2008	116	150000
4500	2002	333	150000
13998	2009	170	100000
10900	2008	115	90000
11300	2010	163	125000
3600	2006	90	150000
10790	2008	156	125000
8350	2010	105	150000
7500	2011	160	40000
8990	2010	142	50000
13990	2010	170	100000
2990	2001	131	150000
5500	2008	140	150000
8200	2005	150	150000
1699	2005	54	80000
13490	2010	170	125000
11850	2006	224	150000
2000	2001	90	150000
4500	2003	143	150000
1100	2001	136	150000
5000	2005	256	150000
6500	2009	125	125000
31900	2014	184	10000
8750	2005	231	150000
10900	2008	116	40000
28000	2013	184	40000
2990	2002	109	150000
2600	2003	170	150000
2590	2006	88	150000
4999	2005	192	125000
11999	2007	306	150000
8450	2009	122	90000
4700	2001	192	150000
7000	2004	218	150000
5500	2006	102	150000
11750	2013	86	50000
6199	2004	171	150000
30900	2014	218	50000
3400	2004	105	150000
1299	2005	95	150000
9750	2005	226	90000
3399	2004	163	125000
11900	2006	286	150000
5000	2001	170	150000
3499	2003	116	150000
8200	2005	204	150000
7399	2004	256	150000
21500	2010	239	100000
7950	2010	101	30000
25990	2014	184	50000
20750	2014	150	70000
6300	2008	105	150000
4850	2004	163	150000
13299	2011	122	60000
1850	2003	136	150000
7300	2009	80	125000
2250	2003	75	150000
10900	2009	125	100000
14000	2006	265	125000
25900	2010	239	125000
2950	2004	90	100000
20899	2011	211	100000
3000	2002	180	150000
5600	2005	110	100000
3000	2003	140	150000
2700	2001	131	150000
4650	2004	105	90000
4200	2004	77	150000
21250	2010	204	100000
4800	2003	116	150000
6500	2003	170	125000
5750	2005	155	150000
5900	2002	163	125000
6000	2005	200	150000
5550	2007	102	150000
5200	2004	272	150000
2699	2001	82	125000
13000	2006	272	150000
8900	2004	250	150000
2800	2004	82	125000
12800	2011	184	125000
9499	2010	160	125000
15500	2004	367	150000
8500	2007	226	100000
9800	2012	108	60000
5500	2007	143	125000
1400	2002	75	150000
9250	2009	102	50000
8999	2005	224	150000
5000	2007	126	50000
1400	2004	116	150000
25990	2014	184	40000
1950	2006	140	150000
3299	2005	105	150000
6450	2007	143	150000
22900	2012	184	30000
8000	2004	170	150000
2650	2001	75	100000
6590	2005	204	150000
12950	2007	235	150000
2150	2002	116	150000
9850	2014	86	30000
8500	2008	170	150000
13250	2012	150	50000
4500	2001	101	150000
2100	2006	207	150000
11930	2008	204	150000
15999	2009	143	125000
8600	2007	129	125000
6499	2006	105	150000
5500	2006	116	100000
11500	2003	306	150000
9500	2007	184	20000
5749	2003	177	150000
1550	2004	118	150000
3600	2004	105	125000
8600	2009	143	150000
6450	2004	116	150000
19999	2014	150	50000
2200	2003	101	150000
5200	2005	150	100000
4500	2003	170	150000
8599	2007	231	150000
3500	2001	129	125000
6470	2006	116	125000
3500	2002	170	150000
2950	2004	145	150000
4000	2001	170	125000
4800	2005	140	150000
8000	2004	218	150000
36750	2012	313	80000
19000	2012	150	40000
8900	2014	105	40000
6300	2007	105	150000
2350	2001	90	150000
5900	2009	177	150000
6800	2007	82	90000
4800	2005	163	150000
5399	2005	90	125000
2100	2003	105	150000
3900	2004	90	125000
34200	2013	275	50000
6900	2007	116	60000
3200	2007	140	150000
4222	2002	131	150000
4500	2001	143	150000
7590	2008	143	125000
7999	2005	258	150000
16450	2014	105	60000
12900	2005	367	150000
11900	2007	334	150000
26500	2012	218	80000
10290	2005	177	150000
12490	2008	239	150000
7000	2004	272	150000
23750	2014	150	70000
1499	2001	90	150000
5500	2003	204	150000
4990	2004	150	125000
21450	2009	235	125000
5990	2004	218	150000
16200	2011	184	80000
14999	2011	111	90000
1850	2002	103	125000
2500	2003	110	150000
8900	2007	179	125000
10500	2011	136	80000
3200	2004	150	150000
6399	2002	163	125000
1600	2006	90	100000
14200	2014	125	20000
25990	2012	177	60000
23900	2008	306	100000
14200	2006	218	125000
9500	2005	200	150000
7500	2002	184	150000
8390	2004	116	90000
4290	2001	231	150000
9990	2012	109	125000
15850	2007	286	125000
4700	2002	170	150000
2999	2001	114	70000
23900	2010	204	100000
16890	2011	177	100000
2550	2004	116	150000
6500	2007	95	100000
8700	2009	122	90000
1000	2003	133	150000
12999	2009	299	150000
17000	2009	286	150000
2650	2001	90	150000
13900	2006	250	125000
18000	2010	245	60000
4250	2004	102	150000
9500	2010	101	20000
6222	2002	166	80000
6650	2003	204	150000
27499	2008	326	90000
16000	2014	150	20000
1500	2002	101	125000
5000	2007	140	150000
2490	2007	140	150000
13500	2015	99	10000
9000	2004	170	150000
10999	2011	109	50000
3500	2003	170	150000
1200	2002	150	150000
19800	2013	122	20000
25000	2014	150	30000
3200	2008	105	150000
23500	2013	122	50000
2700	2006	80	150000
1000	2001	75	150000
4600	2005	95	125000
11500	2008	161	100000
1499	2001	179	125000
6100	2006	150	125000
3000	2001	131	150000
4600	2006	83	125000
6999	2005	102	150000
8250	2009	120	40000
7950	2009	122	90000
3999	2008	60	125000
6999	2008	105	100000
21000	2015	110	20000
9390	2006	241	150000
15990	2006	231	150000
3199	2004	140	125000
3000	2004	125	125000
22900	2014	150	20000
7500	2004	200	150000
8000	2007	125	150000
5999	2004	232	150000
12500	2006	256	80000
13900	2010	143	70000
3999	2002	193	150000
7250	2003	224	150000
2004	2004	98	150000
9100	2006	150	100000
4500	2004	150	125000
12690	2010	160	60000
11490	2011	141	90000
16500	2011	211	60000
6000	2009	90	90000
18750	2011	140	60000
1350	2001	75	150000
1250	2003	103	100000
4500	2002	193	150000
20800	2012	204	100000
3100	2002	143	150000
11499	2007	143	150000
13990	2013	105	60000
2750	2001	118	125000
4195	2005	140	150000
7300	2002	272	150000
30900	2015	175	20000
15490	2012	179	50000
8500	2008	145	150000
18200	2011	220	60000
1500	2001	193	150000
3300	2002	170	150000
2650	2001	105	150000
6450	2003	163	150000
2100	2005	155	100000
12790	2007	305	100000
4800	2004	136	150000
5300	2002	306	150000
15500	2008	170	150000
8000	2001	150	150000
3250	2005	150	150000
9300	2010	116	50000
6950	2006	150	150000
29900	2012	250	70000
2666	2003	102	150000
1200	2007	90	150000
2899	2003	150	150000
20000	2009	272	150000
2900	2002	102	150000
6700	2005	177	150000
1590	2002	75	150000
17600	2011	204	150000
8450	2007	170	125000
3800	2002	116	150000
13299	2005	306	125000
6999	2002	210	150000
6620	2001	131	80000
4100	2001	143	150000
14390	2010	260	100000
7199	2009	140	150000
9900	2009	105	80000
5000	2006	140	150000
1150	2005	103	150000
5300	2002	241	150000
7500	2007	160	125000
10490	2008	120	150000
4300	2008	101	150000
9049	2009	177	150000
6500	2002	192	150000
2800	2005	108	150000
2849	2003	101	150000
12500	2006	177	80000
9300	2011	86	90000
14000	2004	230	150000
1290	2001	101	150000
4990	2003	177	150000
19900	2010	136	40000
2150	2003	101	150000
3999	2002	129	125000
1700	2004	115	150000
30000	2008	231	150000
22500	2013	143	30000
2400	2003	204	150000
2750	2003	101	150000
9400	2001	231	100000
2300	2001	55	150000
2200	2002	131	150000
4400	2010	109	125000
3100	2004	95	150000
4300	2005	116	150000
4899	2003	101	90000
14500	2009	211	125000
25000	2012	170	100000
6290	2002	177	150000
2970	2001	143	150000
12600	2007	170	150000
6000	2006	116	125000
6999	2002	224	150000
4200	2005	82	150000
45999	2012	299	80000
2300	2004	101	100000
16000	2010	184	150000
16490	2011	143	70000
22500	2014	220	40000
33000	2011	306	100000
13900	2007	235	30000
5399	2006	80	150000
3400	2005	131	150000
8250	2010	145	100000
14000	2009	170	80000
1690	2005	113	150000
10500	2010	125	150000
10500	2011	200	70000
7900	2011	101	70000
3890	2004	170	150000
3300	2002	170	150000
5750	2007	176	125000
4600	2004	143	125000
3900	2003	150	125000
3000	2009	116	150000
6000	2012	120	30000
11500	2011	117	60000
2650	2002	160	150000
15990	2012	105	100000
35500	2015	211	20000
31900	2015	184	30000
1500	2004	116	150000
8099	2009	105	70000
4999	2004	333	150000
7000	2005	129	70000
16900	2010	184	125000
8200	2006	150	150000
5800	2005	116	125000
26500	2014	140	30000
1650	2002	84	150000
2790	2003	147	150000
3333	2004	116	125000
21300	2012	184	80000
2995	2002	75	150000
2450	2005	150	150000
2400	2002	163	150000
15400	2006	265	125000
7699	2004	224	150000
25000	2012	184	30000
4650	2001	101	70000
7300	2007	122	150000
3299	2002	101	90000
7300	2002	150	125000
8250	2011	90	100000
8750	2003	231	150000
4500	2004	255	150000
2850	2003	90	150000
13900	2005	231	150000
2799	2003	147	150000
14900	2010	211	125000
12000	2008	160	80000
4800	2004	131	150000
3900	2005	102	150000
1750	2002	113	150000
10400	2009	122	90000
35500	2014	300	20000
12599	2007	197	150000
6999	2004	177	150000
13200	2005	258	125000
15000	2010	211	90000
6990	2006	140	150000
7800	2004	200	150000
11990	2012	140	70000
16500	2009	170	100000
13900	2011	136	70000
3900	2004	90	100000
9000	2007	143	150000
5650	2007	75	125000
15900	2002	306	70000
9850	2006	163	150000
5999	2004	122	150000
2500	2008	52	125000
3200	2003	90	150000
17300	2013	136	40000
8900	2006	256	125000
3200	2003	143	150000
22850	2010	179	90000
5600	2003	116	150000
1399	2001	98	150000
3299	2001	131	150000
26800	2012	204	70000
2265	2001	105	150000
4800	2004	140	150000
1000	2002	101	150000
14000	2011	170	150000
8290	2011	85	80000
33850	2015	150	10000
5500	2005	109	125000
6250	2011	101	150000
1400	2001	116	150000
9680	2011	95	40000
7900	2006	129	100000
4750	2007	105	150000
2480	2001	140	150000
16800	2009	177	80000
3500	2003	143	150000
6300	2004	170	125000
3500	2006	150	150000
1250	2001	101	150000
6200	2003	245	150000
8750	2006	150	125000
12400	2004	218	125000
15500	2010	184	125000
2850	2002	125	100000
6900	2006	140	150000
4490	2003	116	150000
3490	2008	60	125000
9500	2005	140	125000
5000	2001	179	125000
9000	2007	300	150000
7900	2011	105	125000
19990	2013	177	150000
9490	2010	136	150000
6999	2007	116	50000
7790	2008	140	60000
9350	2009	170	150000
2799	2003	101	150000
3700	2004	116	70000
29500	2010	239	125000
13800	2008	177	125000
13000	2012	105	80000
16000	2014	150	20000
8100	2004	231	150000
1950	2002	75	150000
6700	2006	102	90000
2450	2004	106	150000
6600	2006	136	125000
3999	2002	143	150000
7600	2004	177	150000
11900	2008	143	150000
16000	2013	143	50000
5150	2002	150	150000
8500	2006	306	150000
16000	2009	231	150000
4990	2009	109	150000
6900	2005	149	150000
3250	2001	143	150000
6490	2003	170	150000
5500	2003	150	150000
5200	2004	105	150000
8699	2005	163	150000
4000	2004	163	150000
10000	2004	177	60000
26200	2014	150	20000
3600	2006	120	150000
7999	2005	150	150000
5700	2003	177	150000
5700	2004	170	150000
4200	2001	163	125000
3300	2007	140	150000
1500	2001	105	150000
10990	2006	200	125000
18500	2008	300	80000
10999	2003	334	150000
5500	2003	170	150000
8850	2009	105	70000
3650	2001	179	150000
17000	2011	211	60000
14999	2011	136	70000
16900	2009	170	150000
4450	2006	140	150000
2550	2002	55	100000
26850	2011	204	60000
10900	2004	218	150000
12400	2014	82	20000
4500	2007	105	150000
5999	2003	179	150000
15990	2011	170	150000
12499	2008	290	150000
4800	2006	101	125000
13950	2006	231	150000
4500	2006	105	150000
2800	2006	75	50000
21900	2011	306	150000
5500	2003	170	150000
9490	2009	125	100000
3600	2001	170	150000
5650	2005	116	125000
8000	2007	143	150000
30500	2012	170	100000
2000	2009	75	150000
4500	2001	192	150000
1899	2002	155	150000
4100	2002	192	150000
8500	2004	220	150000
1800	2003	101	150000
7499	2005	170	20000
3500	2003	140	150000
2999	2001	143	150000
8500	2012	60	30000
13000	2004	334	150000
16500	2011	204	150000
5900	2006	140	150000
7790	2003	177	150000
2399	2003	136	100000
26000	2014	258	50000
11000	2010	160	70000
25500	2010	184	100000
7200	2006	170	150000
20700	2009	265	40000
5700	2007	105	150000
6749	2009	232	150000
19399	2011	170	70000
14000	2011	86	60000
4900	2006	140	150000
13900	2011	109	80000
9900	2009	122	70000
7999	2008	125	125000
15499	2013	116	60000
3100	2005	102	150000
8950	2006	231	150000
3199	2001	101	150000
13199	2007	150	100000
6999	2009	125	80000
14500	2015	68	50000
22900	2011	211	125000
7000	2010	170	100000
2499	2005	177	150000
14950	2011	143	80000
29999	2014	306	50000
6777	2006	129	125000
8500	2006	140	125000
2700	2004	75	150000
4900	2006	90	125000
8400	2008	143	150000
2200	2002	84	150000
8800	2006	125	150000
13999	2008	231	150000
15200	2010	170	60000
28000	2015	109	10000
9800	2011	105	60000
21500	2012	235	70000
28900	2013	170	80000
5500	2010	90	150000
4700	2008	156	70000
6099	2004	90	30000
10950	2009	122	40000
5800	2008	88	100000
4900	2003	143	125000
5600	2004	140	150000
13499	2008	170	100000
19875	2015	150	10000
17500	2009	170	150000
28000	2015	184	20000
8200	2007	114	100000
2500	2003	150	150000
15980	2010	160	70000
17990	2013	122	60000
6480	2009	116	60000
2000	2005	131	150000
11000	2015	116	20000
3500	2006	150	150000
2500	2005	145	125000
21500	2014	125	20000
12000	2013	150	70000
19500	2013	122	20000
7950	2004	224	150000
9799	2007	163	150000
12500	2003	306	150000
7499	2004	170	80000
4755	2010	143	150000
5790	2003	170	150000
6500	2006	116	150000
5750	2007	122	150000
3699	2005	105	150000
3750	2001	170	150000
9499	2004	218	150000
5800	2007	122	150000
11000	2011	140	125000
5900	2006	140	150000
5950	2006	140	150000
5000	2002	101	125000
13000	2011	177	80000
6950	2006	102	150000
7000	2006	122	150000
17800	2010	136	90000
2350	2005	68	150000
7490	2006	150	80000
2580	2002	75	150000
8600	2008	143	150000
1200	2005	60	150000
1400	2003	105	150000
9000	2011	140	150000
6250	2005	177	150000
8999	2003	306	150000
6300	2009	102	50000
2799	2003	75	150000
11450	2009	140	50000
3600	2007	150	150000
13449	2007	177	125000
7990	2009	120	100000
6300	2006	125	90000
7900	2007	122	80000
3600	2004	140	150000
13850	2008	147	125000
14399	2010	239	150000
8900	2006	116	125000
12950	2013	102	40000
10000	2010	105	70000
13499	2006	163	150000
25599	2008	286	150000
8950	2007	211	150000
8250	2006	200	150000
26900	2014	184	50000
1450	2002	105	150000
4699	2005	109	150000
6500	2009	90	60000
5250	2008	101	125000
5800	2006	120	125000
4490	2001	179	150000
8198	2005	224	150000
20500	2010	235	150000
3100	2001	143	150000
7500	2008	102	150000
23900	2013	218	50000
10500	2009	122	70000
21000	2010	239	100000
5990	2007	102	150000
7500	2007	139	70000
13990	2014	110	50000
4399	2008	95	80000
2500	2002	116	150000
6300	2004	218	150000
1650	2002	116	150000
4699	2007	105	150000
7700	2008	80	70000
1500	2001	120	60000
10499	2011	86	40000
1490	2001	116	150000
3000	2007	113	150000
8850	2006	231	150000
2299	2004	75	150000
7500	2005	150	150000
